route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
8__487___,CRTM,487,MADRID (Aluche)-LEGANÉS (San Nicasio),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__487___.aspx,8EBF42,FFFFFF
8__488___,CRTM,488,LEGANÉS (San Nicasio)-GETAFE (Getafe Norte),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__488___.aspx,8EBF42,FFFFFF
8__491___,CRTM,491,MADRID (Aluche)-FUENLABRADA (Bº Naranjo),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__491___.aspx,8EBF42,FFFFFF
8__492___,CRTM,492,MADRID (Aluche)-FUENLABRADA (P. Granada),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__492___.aspx,8EBF42,FFFFFF
8__493___,CRTM,493,MADRID (Aluche)-FUENLABRADA (Urb. Loranca),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__493___.aspx,8EBF42,FFFFFF
8__495___,CRTM,495,MADRID (Príncipe Pío)-ARROYOMOLINOS-MORALEJA DE ENMEDIO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__495___.aspx,8EBF42,FFFFFF
8__496___,CRTM,496,FUENLABRADA-MORALEJA DE ENMEDIO-ARROYOMOLINOS (Xanadú),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__496___.aspx,8EBF42,FFFFFF
8__497___,CRTM,497,LEGANÉS (Parque Sur)-MORALEJA DE ENMEDIO (Las Colinas),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__497___.aspx,8EBF42,FFFFFF
8__498___,CRTM,498,MÓSTOLES - ARROYOMOLINOS - MORALEJA DE ENMEDIO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__498___.aspx,8EBF42,FFFFFF
8__499___,CRTM,499,MÓSTOLES-ARROYOMOLINOS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__499___.aspx,8EBF42,FFFFFF
8__500___,CRTM,500,ÓPERA-GLORIETA DE LOS CARMENES,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__500___.aspx,8EBF42,FFFFFF
8__510___,CRTM,510,ALCORCÓN-VILLAVICIOSA-EL BOSQUE,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__510___.aspx,8EBF42,FFFFFF
8__510_A__,CRTM,510A,ALCORCÓN (Alcorcón Central)-VILLAVICIOSA DE ODÓN (Directo),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__510_A__.aspx,8EBF42,FFFFFF
8__511___,CRTM,511,MADRID (Príncipe Pío)-ALCORCÓN (Por Parque Lisboa),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__511___.aspx,8EBF42,FFFFFF
8__512___,CRTM,512,MADRID (Príncipe Pío)-ALCORCÓN (Por C. de los Cantos),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__512___.aspx,8EBF42,FFFFFF
8__513___,CRTM,513,MADRID (Príncipe Pío)-ALCORCÓN (P.I. Urtinsa),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__513___.aspx,8EBF42,FFFFFF
8__514___,CRTM,514,MADRID (Príncipe Pío) - ALCORCÓN (por Los Castillos),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__514___.aspx,8EBF42,FFFFFF
8__516___,CRTM,516,MADRID (Príncipe Pío)-ALCORCÓN (Por Universidad Rey Juan Carlos),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__516___.aspx,8EBF42,FFFFFF
8__518___,CRTM,518,MADRID (Príncipe Pío)-VILLAVICIOSA DE ODÓN,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__518___.aspx,8EBF42,FFFFFF
8__519___,CRTM,519,MÓSTOLES-VILLAVICIOSA DE ODÓN,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__519___.aspx,8EBF42,FFFFFF
8__519_A__,CRTM,519A,MÓSTOLES (Hospital Rey Juan Carlos) por El Soto-VILLAVICIOSA DE ODÓN (El Bosque),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__519_A__.aspx,8EBF42,FFFFFF
8__520___,CRTM,520,ALCORCÓN-MÓSTOLES,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__520___.aspx,8EBF42,FFFFFF
8__521___,CRTM,521,MADRID (Príncipe Pío)-MÓSTOLES,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__521___.aspx,8EBF42,FFFFFF
8__522___,CRTM,522,MADRID (Príncipe Pío)-MÓSTOLES (Por Pistas DGT),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__522___.aspx,8EBF42,FFFFFF
8__523___,CRTM,523,MADRID (Príncipe Pío)-MÓSTOLES (Villafontana),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__523___.aspx,8EBF42,FFFFFF
8__524___,CRTM,524,MADRID (Príncipe Pío) - MÓSTOLES SUR,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__524___.aspx,8EBF42,FFFFFF
8__526___,CRTM,526,FUENLABRADA - MÓSTOLES (FFCC),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__526___.aspx,8EBF42,FFFFFF
8__527___,CRTM,527,MÓSTOLES (Estación FFCC)-FUENLABRADA (Urb. Loranca),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__527___.aspx,8EBF42,FFFFFF
8__528___,CRTM,528,MADRID (Príncipe Pío)-NAVALCARNERO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__528___.aspx,8EBF42,FFFFFF
8__529___,CRTM,529,MÓSTOLES (Hospital Rey Juan Carlos)-NAVALCARNERO-EL ÁLAMO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__529___.aspx,8EBF42,FFFFFF
8__529_A__,CRTM,529A,MÓSTOLES (Hospital Rey Juan Carlos)-NAVALCARNERO-BATRES,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__529_A__.aspx,8EBF42,FFFFFF
8__529_H__,CRTM,529H,MÓSTOLES (Hospital Rey Juan Carlos) - NAVALCARNERO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__529_H__.aspx,8EBF42,FFFFFF
8__530___,CRTM,530,NAVALCARNERO-VILLANUEVA DE LA CAÑADA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__530___.aspx,8EBF42,FFFFFF
8__531___,CRTM,531,MÓSTOLES (Hospital Rey Juan Carlos)-NAVALCARNERO-SEVILLA LA NUEVA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__531___.aspx,8EBF42,FFFFFF
8__531_A__,CRTM,531A,MÓSTOLES (Hospital Rey Juan Carlos)-NAVALCARNERO-VILLAMANTILLA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__531_A__.aspx,8EBF42,FFFFFF
8__532___,CRTM,532,MADRID (Colonia Jardín)-SEVILLA LA NUEVA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__532___.aspx,8EBF42,FFFFFF
8__534___,CRTM,534,MADRID (Príncipe Pío)-URB. PARQUE COIMBRA-XANADÚ,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__534___.aspx,8EBF42,FFFFFF
8__537___,CRTM,537,MÓSTOLES (Hospital Rey Juan Carlos) - NAVALCARNERO (El Pinar),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__537___.aspx,8EBF42,FFFFFF
8__539___,CRTM,539,MADRID (Príncipe Pío)-EL ÁLAMO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__539___.aspx,8EBF42,FFFFFF
8__541___,CRTM,541,MADRID (Príncipe Pío)-VILLAMANTA-LA TORRE DE E. HAMBRAN,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__541___.aspx,8EBF42,FFFFFF
8__545___,CRTM,545,MADRID (Príncipe Pío)-CENICIENTOS-SOTILLO DE LA ADRADA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__545___.aspx,8EBF42,FFFFFF
8__546___,CRTM,546,MADRID (Príncipe Pío)-ROZAS DE PUERTO REAL-CASILLAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__546___.aspx,8EBF42,FFFFFF
8__547___,CRTM,547,MADRID (Príncipe Pío)-V.DEL PRADO-ALMOROX-ALDEA EN CABO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__547___.aspx,8EBF42,FFFFFF
8__548___,CRTM,548,MADRID (Príncipe Pío)-ALDEA DEL FRESNO-CALALBERCHE,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__548___.aspx,8EBF42,FFFFFF
8__551___,CRTM,551,MADRID (Príncipe Pío)-SAN MARTÍN DE VALDEIGLESIAS-EL TIEMBLO/CEBREROS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__551___.aspx,8EBF42,FFFFFF
8__560___,CRTM,560,POZUELO DE ALARCÓN-ALCORCÓN,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__560___.aspx,8EBF42,FFFFFF
8__561___,CRTM,561,MADRID (Aluche)-POZUELO-MAJADAHONDA-LAS ROZAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__561___.aspx,8EBF42,FFFFFF
8__561_A__,CRTM,561A,MADRID (Aluche)-POZUELO-MAJADAHONDA-LAS ROZAS (por Universidad),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__561_A__.aspx,8EBF42,FFFFFF
8__561_B__,CRTM,561B,MADRID (Aluche)-POZUELO-MAJADAHONDA-LAS ROZAS (por Av. Guadarrama),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__561_B__.aspx,8EBF42,FFFFFF
8__562___,CRTM,562,MADRID (Aluche)-POZUELO DE ALARCÓN,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__562___.aspx,8EBF42,FFFFFF
8__563___,CRTM,563,MADRID (Aluche)-POZUELO (Por Urb. Las Minas),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__563___.aspx,8EBF42,FFFFFF
8__564___,CRTM,564,MADRID (Aluche)-POZUELO (Por Somosaguas Sur),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__564___.aspx,8EBF42,FFFFFF
8__565___,CRTM,565,BOADILLA (Puerta de Boadilla) - MAJADAHONDA (Estación FF.CC.),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__565___.aspx,8EBF42,FFFFFF
8__566___,CRTM,566,BOADILLA DEL MONTE-POZUELO DE ALARCÓN,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__566___.aspx,8EBF42,FFFFFF
8__567___,CRTM,567,VILLAVICIOSA DE ODÓN-MAJADAHONDA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__567___.aspx,8EBF42,FFFFFF
8__571___,CRTM,571,MADRID (Aluche)-BOADILLA (Por Urb. Montepríncipe),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__571___.aspx,8EBF42,FFFFFF
8__572___,CRTM,572,MADRID (Aluche)-CIUDAD DE LA IMAGEN,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__572___.aspx,8EBF42,FFFFFF
8__573___,CRTM,573,MADRID (Moncloa)-BOADILLA (Por Urb. Montepríncipe),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__573___.aspx,8EBF42,FFFFFF
8__574___,CRTM,574,MADRID (Aluche)-BOADILLA DEL MONTE (Por Ciudad Financiera),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__574___.aspx,8EBF42,FFFFFF
8__575___,CRTM,575,BOADILLA DEL MONTE-BRUNETE,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__575___.aspx,8EBF42,FFFFFF
8__580___,CRTM,580,MAJADAHONDA(Hospital)-BRUNETE,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__580___.aspx,8EBF42,FFFFFF
8__581___,CRTM,581,MADRID (Príncipe Pío)-BRUNETE-QUIJORNA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__581___.aspx,8EBF42,FFFFFF
8__591___,CRTM,591,MADRID (Aluche) - ETSI  Informáticos,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__591___.aspx,8EBF42,FFFFFF
8__601___,CRTM,601,MADRID (Moncloa)-EL PARDO-MINGORRUBIO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__601___.aspx,8EBF42,FFFFFF
8__602___,CRTM,602,MADRID (Hospital La Paz)-EL PARDO-MINGORRUBIO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__602___.aspx,8EBF42,FFFFFF
8__610___,CRTM,610,TORRELODONES-HOYO DE MANZANARES-COLMENAR VIEJO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__610___.aspx,8EBF42,FFFFFF
8__611___,CRTM,611,MADRID (Moncloa)-HOYO DE MANZANARES,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__611___.aspx,8EBF42,FFFFFF
8__611_A__,CRTM,611A,MADRID (Moncloa)-HOYO DE MANZANARES (Por Urb. Las Colinas),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__611_A__.aspx,8EBF42,FFFFFF
8__612___,CRTM,612,MADRID (Moncloa)-TORRELODONES,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__612___.aspx,8EBF42,FFFFFF
8__613___,CRTM,613,MADRID (Moncloa)-TORRELODONES (Por Centro Comercial),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__613___.aspx,8EBF42,FFFFFF
8__620___,CRTM,620,LAS MATAS-HOSPITAL PUERTA DE HIERRO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__620___.aspx,8EBF42,FFFFFF
8__621___,CRTM,621,MADRID (Moncloa)-LAS ROZAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__621___.aspx,8EBF42,FFFFFF
8__622___,CRTM,622,MADRID (Moncloa)-LAS ROZAS-LAS MATAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__622___.aspx,8EBF42,FFFFFF
8__623___,CRTM,623,MADRID (Moncloa)-LAS ROZAS-URB.VILLAFRANCA DEL CASTILLO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__623___.aspx,8EBF42,FFFFFF
8__624___,CRTM,624,MADRID (Moncloa)-COL.VERACRUZ-LAS ROZAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__624___.aspx,8EBF42,FFFFFF
8__625___,CRTM,625,MADRID (Moncloa)-MONTE ROZAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__625___.aspx,8EBF42,FFFFFF
8__626___,CRTM,626,LAS ROZAS-MAJADAHONDA-VILLANUEVA DE LA CAÑADA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__626___.aspx,8EBF42,FFFFFF
8__626_A__,CRTM,626A,MAJADAHONDA (Estación FFCC)-VILLANUEVA DEL PARDILLO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__626_A__.aspx,8EBF42,FFFFFF
8__627___,CRTM,627,MADRID (Moncloa)-VILLANUEVA DE LA CAÑADA-BRUNETE,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__627___.aspx,8EBF42,FFFFFF
8__628___,CRTM,628,MADRID (Moncloa)-P.EMPRESARIAL-EL CANTIZAL,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__628___.aspx,8EBF42,FFFFFF
8__629___,CRTM,629,MADRID (Moncloa)-LAS ROZAS (Parque Empresarial),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__629___.aspx,8EBF42,FFFFFF
8__630___,CRTM,630,VILLALBA (Estación)-GALAPAGAR-COLMENAREJO-VALDEMORILLO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__630___.aspx,8EBF42,FFFFFF
8__631___,CRTM,631,MADRID (Moncloa)-TORRELODONES (Colonia)-GALAPAGAR-COLMENAREJO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__631___.aspx,8EBF42,FFFFFF
8__632___,CRTM,632,MADRID (Moncloa)-LA NAVATA-GALAPAGAR-EL GUIJO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__632___.aspx,8EBF42,FFFFFF
8__633___,CRTM,633,MAJADAHONDA (Hospital)-TORRELODONES (Colonia)-GALAPAGAR-COLMENAREJO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__633___.aspx,8EBF42,FFFFFF
8__635___,CRTM,635,MADRID (Moncloa)-TORRELODONES (Colonia)-LA NAVATA-GALAPAGAR,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__635___.aspx,8EBF42,FFFFFF
8__640___,CRTM,640,SAN LORENZO DE EL ESCORIAL-ROBLEDO CHAVELA-VALDEMAQUEDA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__640___.aspx,8EBF42,FFFFFF
8__640_A__,CRTM,640A,ROBLEDO DE CHAVELA FFCC-ROBLEDO DE CHAVELA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__640_A__.aspx,8EBF42,FFFFFF
8__641___,CRTM,641,MADRID (Moncloa)-VALDEMORILLO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__641___.aspx,8EBF42,FFFFFF
8__642___,CRTM,642,MADRID (Moncloa)-COLMENAR DEL ARROYO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__642___.aspx,8EBF42,FFFFFF
8__643___,CRTM,643,MADRID (Moncloa)-VILLANUEVA DEL PARDILLO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__643___.aspx,8EBF42,FFFFFF
8__645___,CRTM,645,MADRID (Moncloa)-ROBLEDO DE CHAVELA-CEBREROS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__645___.aspx,8EBF42,FFFFFF
8__650___,CRTM,650,POZUELO DE ALARCON - HOSPITAL - MAJADAHONDA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__650___.aspx,8EBF42,FFFFFF
8__651___,CRTM,651,MADRID (Moncloa)-MAJADAHONDA (Avda. de España),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__651___.aspx,8EBF42,FFFFFF
8__652___,CRTM,652,MADRID (Moncloa)-MAJADAHONDA (Carril del Tejar),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__652___.aspx,8EBF42,FFFFFF
8__653___,CRTM,653,MADRID (Moncloa)-MAJADAHONDA (Hospital) (Por FFCC),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__653___.aspx,8EBF42,FFFFFF
8__654___,CRTM,654,MADRID (Moncloa)-MAJADAHONDA (Roza Martín),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__654___.aspx,8EBF42,FFFFFF
8__655___,CRTM,655,MADRID (Moncloa)-MAJADAHONDA (Hospital),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__655___.aspx,8EBF42,FFFFFF
8__656___,CRTM,656,MADRID (Moncloa)-POZUELO DE ALARCÓN,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__656___.aspx,8EBF42,FFFFFF
8__656_A__,CRTM,656A,MADRID (Moncloa)-POZUELO / URB.LA CABAÑA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__656_A__.aspx,8EBF42,FFFFFF
8__657___,CRTM,657,MADRID (Moncloa)-POZUELO (Monteclaro),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__657___.aspx,8EBF42,FFFFFF
8__658___,CRTM,658,MADRID (Moncloa)-POZUELO (Prado Somosaguas-Ciudad de la Imagen),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__658___.aspx,8EBF42,FFFFFF
8__660___,CRTM,660,SAN LORENZO DE EL ESCORIAL-GUADARRAMA-VILLALBA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__660___.aspx,8EBF42,FFFFFF
8__661___,CRTM,661,MADRID (Moncloa)-SAN LORENZO DE EL ESCORIAL (Por Galapagar),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__661___.aspx,8EBF42,FFFFFF
8__661_A__,CRTM,661A,MADRID (Moncloa)-LAS ZORRERAS (Por Galapagar),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__661_A__.aspx,8EBF42,FFFFFF
8__662___,CRTM,662,MADRID (Moncloa)-URB. MOLINO DE LA HOZ,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__662___.aspx,8EBF42,FFFFFF
8__664___,CRTM,664,MADRID (Moncloa)-SAN LORENZO DE EL ESCORIAL (Guadarrama),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__664___.aspx,8EBF42,FFFFFF
8__665___,CRTM,665,SAN LORENZO DE EL ESCORIAL-PEGUERINOS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__665___.aspx,8EBF42,FFFFFF
8__666___,CRTM,666,SAN LORENZO DE EL ESCORIAL-ZARZALEJO-LAS NAVAS DEL MARQUÉS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__666___.aspx,8EBF42,FFFFFF
8__667___,CRTM,667,MAJADAHONDA (Hospital)-SAN LORENZO DE EL ESCORIAL (Por Galapagar),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__667___.aspx,8EBF42,FFFFFF
8__669___,CRTM,669,SAN LORENZO DE EL ESCORIAL-VILLANUEVA DE LA CAÑADA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__669___.aspx,8EBF42,FFFFFF
8__669_A__,CRTM,669A,S. L. DE EL ESCORIAL - FRESNEDILLA - NAVALAGAMELLA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__669_A__.aspx,8EBF42,FFFFFF
8__670___,CRTM,670,COLLADO VILLALBA (Hospital)-MORALZARZAL,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__670___.aspx,8EBF42,FFFFFF
8__671___,CRTM,671,MADRID (Moncloa)-MORALZARZAL,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__671___.aspx,8EBF42,FFFFFF
8__672___,CRTM,672,MADRID (Moncloa)-CERCEDA (Por Mataelpino),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__672___.aspx,8EBF42,FFFFFF
8__672_A__,CRTM,672A,MADRID (Moncloa)-CERCEDA (Directo),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__672_A__.aspx,8EBF42,FFFFFF
8__673___,CRTM,673,MADRID (Moncloa)-COLLADO VILLALBA (Hospital),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__673___.aspx,8EBF42,FFFFFF
8__680___,CRTM,680,COLLADO VILLALBA (Hospital)-CERCEDILLA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__680___.aspx,8EBF42,FFFFFF
8__681___,CRTM,681,MADRID (Moncloa)-ALPEDRETE,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__681___.aspx,8EBF42,FFFFFF
8__682___,CRTM,682,MADRID (Moncloa)-VILLALBA-GUADARRAMA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__682___.aspx,8EBF42,FFFFFF
8__683___,CRTM,683,MADRID (Moncloa)-COLLADO MEDIANO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__683___.aspx,8EBF42,FFFFFF
8__684___,CRTM,684,MADRID (Moncloa)-CERCEDILLA (por Guadarrama),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__684___.aspx,8EBF42,FFFFFF
8__685___,CRTM,685,MAJADAHONDA (Hospital) - LAS ROZAS - GUADARRAMA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__685___.aspx,8EBF42,FFFFFF
8__686___,CRTM,686,MADRID (Moncloa)-TORRELODONES (Por Los Peñascales),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__686___.aspx,8EBF42,FFFFFF
8__686_A__,CRTM,686A,MADRID (Moncloa)-TORRELODONES (Por Montealegre),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__686_A__.aspx,8EBF42,FFFFFF
8__687___,CRTM,687,MADRID (Moncloa)-COLLADO VILLALBA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__687___.aspx,8EBF42,FFFFFF
8__688___,CRTM,688,MADRID (Moncloa)-LOS MOLINOS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__688___.aspx,8EBF42,FFFFFF
8__690___,CRTM,690,GUADARRAMA-COLLADO MEDIANO-NAVACERRADA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__690___.aspx,8EBF42,FFFFFF
8__691___,CRTM,691,MADRID (Moncloa)-BECERRIL-NAVACERRADA-VALDESQUI,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__691___.aspx,8EBF42,FFFFFF
8__696___,CRTM,696,COLLADO VILLALBA (Hospital)-NAVACERRADA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__696___.aspx,8EBF42,FFFFFF
8__712___,CRTM,712,MADRID (Plaza de Castilla) - TRES CANTOS (Por Avda. de Encuartes),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__712___.aspx,8EBF42,FFFFFF
8__713___,CRTM,713,MADRID (Plaza de Castilla)-TRES CANTOS (Por Avda. del Parque),,3,http://www.crtm.es/tu-transporte-publico/autobuses-interurbanos/lineas/8__713___.aspx,8EBF42,FFFFFF
