service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
49000382_8__227___,1,0,0,0,0,0,0,20190204,20190204
49000386_8__227___,1,0,0,0,0,0,0,20190204,20190204
49000389_8__227___,1,0,0,0,0,0,0,20190204,20200211
49000392_8__227___,1,0,0,0,0,0,0,20190204,20190204
49000406_8__227___,1,0,0,0,0,0,0,20190204,20200211
49000409_8__227___,1,0,0,0,0,0,0,20190204,20190204
49000412_8__227___,1,0,0,0,0,0,0,20190204,20190204
49000579_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000581_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000584_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000585_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000592_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000599_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000602_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000609_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000625_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000626_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000627_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000628_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000629_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000630_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000631_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000632_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000633_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000634_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000635_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000636_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000637_8__227___,0,1,0,0,0,0,0,20190205,20200212
49000638_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000639_8__227___,0,1,0,0,0,0,0,20190205,20200212
49000640_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000641_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000665_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000675_8__227___,0,1,0,1,0,0,0,20190205,20200214
49000678_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000683_8__227___,0,1,0,0,0,0,0,20190205,20200212
49000687_8__227___,0,1,0,0,0,0,0,20190205,20200212
49000694_8__227___,0,1,0,0,0,0,0,20190205,20200212
49000701_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000704_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000713_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000714_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000725_8__227___,0,1,0,1,0,0,0,20190205,20200214
49000739_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000742_8__227___,0,1,0,0,0,0,0,20190205,20200205
49000745_8__227___,0,1,0,0,0,0,0,20190205,20200212
452000008_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000011_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000016_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000017_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000019_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000020_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000022_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000026_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000028_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000031_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000050_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000051_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000055_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000056_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000060_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000062_8__229___,0,0,1,0,0,0,0,20190130,20190130
452000063_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000008_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000009_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000015_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000019_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000020_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000023_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000024_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000025_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000026_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000027_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000036_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000037_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000040_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000041_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000046_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000047_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000048_8__229___,0,0,1,0,0,0,0,20190130,20190130
458000052_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000004_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000006_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000008_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000009_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000010_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000011_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000012_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000022_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000023_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000027_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000028_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000035_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000036_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000039_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000041_8__229___,0,0,1,0,0,0,0,20190130,20190130
459000054_8__229___,0,0,1,0,0,0,0,20190130,20190130
49001307_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001315_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001321_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001323_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001324_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001325_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001326_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001327_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001328_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001330_8__229___,0,0,0,0,0,1,0,20190131,20200216
49001331_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001332_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001333_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001334_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001335_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001336_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001337_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001338_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001342_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001343_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001344_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001347_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001348_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001351_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001352_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001353_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001354_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001365_8__229___,0,0,0,0,0,1,0,20190131,20200216
49001367_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001368_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001371_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001373_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001384_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001401_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001406_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001408_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001424_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001427_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001428_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001431_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001435_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001444_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001447_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001449_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001453_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001456_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001457_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001459_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001472_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001476_8__229___,0,0,0,1,0,0,0,20190131,20190131
49001478_8__229___,0,0,0,1,0,0,0,20190131,20190131
49000673_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000677_8__229___,0,0,0,0,1,0,0,20190201,20200205
49000682_8__229___,0,0,0,0,1,0,0,20190201,20200212
49000685_8__229___,0,0,0,1,0,0,0,20190201,20200214
49000689_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000690_8__229___,0,0,0,1,0,0,0,20190201,20200214
49000691_8__229___,0,0,0,1,0,0,0,20190201,20200214
49000692_8__229___,0,0,0,1,0,0,0,20190201,20200214
49000693_8__229___,0,1,0,1,0,0,0,20190201,20200214
49000696_8__229___,0,1,0,1,0,0,0,20190201,20200214
49000698_8__229___,0,0,0,1,0,0,0,20190201,20200214
49000700_8__229___,0,0,0,0,1,0,0,20190201,20200205
49000702_8__229___,0,0,0,1,0,0,0,20190201,20200214
49000703_8__229___,0,0,0,1,0,0,0,20190201,20200214
49000704_8__229___,0,1,0,1,0,0,0,20190201,20200214
49000705_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000706_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000707_8__229___,0,0,0,1,0,0,0,20190201,20200214
49000708_8__229___,0,0,0,1,0,0,0,20190201,20200214
49000710_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000713_8__229___,0,1,0,1,0,0,0,20190201,20200214
49000716_8__229___,0,0,0,0,1,0,0,20190201,20200205
49000717_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000718_8__229___,0,0,0,0,1,0,0,20190201,20200205
49000720_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000725_8__229___,0,1,0,1,0,0,0,20190201,20200214
49000727_8__229___,0,0,0,1,0,0,0,20190201,20200214
49000734_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000736_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000737_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000752_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000753_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000755_8__229___,0,0,0,0,1,0,0,20190201,20200212
49000775_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000777_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000779_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000780_8__229___,0,0,0,0,1,0,0,20190201,20200212
49000782_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000783_8__229___,0,0,0,0,1,0,0,20190201,20200212
49000784_8__229___,0,1,0,1,0,0,0,20190201,20200214
49000789_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000795_8__229___,0,0,0,1,0,0,0,20190201,20200214
49000798_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000810_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000812_8__229___,0,0,0,0,1,0,0,20190201,20190201
49000999_8__229___,0,0,0,0,0,1,0,20190202,20200213
49001000_8__229___,0,0,0,0,0,1,0,20190202,20190202
49001025_8__229___,0,0,0,0,0,1,0,20190202,20190202
49001027_8__229___,0,0,1,0,0,1,0,20190130,20200215
49001035_8__229___,0,0,0,0,1,0,0,20190202,20200215
49001036_8__229___,0,0,0,0,1,0,0,20190202,20200215
49001042_8__229___,0,0,0,0,0,1,0,20190202,20190202
49001193_8__229___,0,0,0,0,0,0,1,20190203,20190203
49001194_8__229___,0,0,0,0,0,0,1,20190203,20190203
49001195_8__229___,0,0,0,0,0,0,1,20190203,20190203
49000243_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000251_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000256_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000258_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000259_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000260_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000261_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000262_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000263_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000265_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000266_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000268_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000269_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000270_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000271_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000272_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000273_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000274_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000278_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000279_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000280_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000283_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000284_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000287_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000288_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000289_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000290_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000301_8__229___,1,0,0,0,0,0,0,20190204,20200211
49000303_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000304_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000307_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000309_8__229___,1,0,0,0,0,0,0,20190204,20200211
49000320_8__229___,1,0,0,0,0,0,0,20190204,20200211
49000341_8__229___,1,0,0,0,0,0,0,20190204,20200211
49000343_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000358_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000360_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000363_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000364_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000367_8__229___,1,0,0,0,0,0,0,20190204,20200211
49000371_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000380_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000383_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000385_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000389_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000392_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000393_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000395_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000408_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000412_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000414_8__229___,1,0,0,0,0,0,0,20190204,20190204
49000576_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000584_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000589_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000591_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000593_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000594_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000595_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000596_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000597_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000598_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000600_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000601_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000602_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000603_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000604_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000605_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000606_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000607_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000608_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000612_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000613_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000614_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000617_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000618_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000621_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000622_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000623_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000624_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000635_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000637_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000638_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000641_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000643_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000654_8__229___,0,1,0,0,0,0,0,20190205,20200212
49000675_8__229___,0,1,0,1,0,0,0,20190205,20200214
49000697_8__229___,0,1,0,1,0,0,0,20190205,20200214
49000722_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000726_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000728_8__229___,0,1,0,1,0,0,0,20190205,20200214
49000741_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000745_8__229___,0,1,0,0,0,0,0,20190205,20200205
49000747_8__229___,0,1,0,0,0,0,0,20190205,20200205
453000025_8__231___,0,0,1,0,0,0,0,20190130,20190130
453000038_8__231___,0,0,1,0,0,0,0,20190130,20190130
453000043_8__231___,0,0,1,0,0,0,0,20190130,20190130
47000553_8__231___,0,0,0,1,0,0,0,20190131,20190131
47000554_8__231___,0,0,0,1,0,0,0,20190131,20190131
47000587_8__231___,0,0,0,1,0,0,0,20190131,20190131
47000559_8__231___,0,0,1,1,0,0,0,20190201,20200214
47000560_8__231___,0,0,1,1,0,0,0,20190201,20200214
47000592_8__231___,0,0,0,0,1,0,0,20190201,20190201
47000284_8__231___,1,0,0,0,0,0,0,20190204,20200211
47000285_8__231___,1,0,0,0,0,0,0,20190204,20200211
47000318_8__231___,1,0,0,0,0,0,0,20190204,20200211
47000412_8__231___,0,1,0,0,0,0,0,20190205,20200212
47000413_8__231___,0,1,0,0,0,0,0,20190205,20200212
47000446_8__231___,0,1,0,0,0,0,0,20190205,20200212
453000001_8__232___,0,0,1,0,0,0,0,20190130,20190130
453000002_8__232___,0,0,1,0,0,0,0,20190130,20190130
453000003_8__232___,0,0,1,0,0,0,0,20190130,20190130
453000004_8__232___,0,0,1,0,0,0,0,20190130,20190130
453000005_8__232___,0,0,1,0,0,0,0,20190130,20190130
453000006_8__232___,0,0,1,0,0,0,0,20190130,20190130
453000007_8__232___,0,0,1,0,0,0,0,20190130,20190130
453000008_8__232___,0,0,1,0,0,0,0,20190130,20190130
453000025_8__232___,0,0,1,0,0,0,0,20190130,20190130
47000538_8__232___,0,0,0,1,0,0,0,20190131,20190131
47000549_8__232___,0,0,0,1,0,0,0,20190131,20190131
47000559_8__232___,0,0,0,1,0,0,0,20190131,20190131
47000560_8__232___,0,0,0,1,0,0,0,20190131,20190131
47000563_8__232___,0,0,0,1,0,0,0,20190131,20190131
47000564_8__232___,0,0,0,1,1,0,0,20190131,20190201
47000567_8__232___,0,0,0,1,0,0,0,20190131,20190131
47000586_8__232___,0,0,0,1,0,0,0,20190131,20190131
47000587_8__232___,0,0,0,1,0,0,0,20190131,20190131
47000544_8__232___,0,0,1,1,0,0,0,20190201,20200214
47000555_8__232___,0,0,1,1,0,0,0,20190201,20200214
47000565_8__232___,0,0,1,1,0,0,0,20190201,20200214
47000568_8__232___,0,0,0,0,1,0,0,20190201,20190201
47000569_8__232___,0,0,1,1,0,0,0,20190201,20200214
47000572_8__232___,0,0,0,0,1,0,0,20190201,20190201
47000591_8__232___,0,0,0,0,1,0,0,20190201,20190201
47000592_8__232___,0,0,1,1,0,0,0,20190201,20200214
47000507_8__232___,0,0,0,0,0,1,0,20190202,20190202
47000508_8__232___,0,0,0,0,0,1,0,20190202,20190202
47000509_8__232___,0,0,0,0,0,1,0,20190202,20190202
47000510_8__232___,0,0,0,0,0,1,0,20190202,20190202
47000606_8__232___,0,0,0,0,0,0,1,20190203,20190203
47000607_8__232___,0,0,0,0,0,0,1,20190203,20190203
47000608_8__232___,0,0,0,0,0,0,1,20190203,20190203
47000610_8__232___,0,0,0,0,0,0,1,20190203,20190203
47000269_8__232___,1,0,0,0,0,0,0,20190204,20200211
47000280_8__232___,1,0,0,0,0,0,0,20190204,20200211
47000290_8__232___,1,0,0,0,0,0,0,20190204,20200211
47000291_8__232___,1,0,0,0,0,0,0,20190204,20200211
47000294_8__232___,1,0,0,0,0,0,0,20190204,20200211
47000295_8__232___,1,0,0,0,0,0,0,20190204,20200211
47000298_8__232___,1,0,0,0,0,0,0,20190204,20200211
47000317_8__232___,1,0,0,0,0,0,0,20190204,20200211
47000318_8__232___,1,0,0,0,0,0,0,20190204,20200211
47000397_8__232___,0,1,0,0,0,0,0,20190205,20200212
47000408_8__232___,0,1,0,0,0,0,0,20190205,20200212
47000418_8__232___,0,1,0,0,0,0,0,20190205,20200212
47000419_8__232___,0,1,0,0,0,0,0,20190205,20200212
47000422_8__232___,0,1,0,0,0,0,0,20190205,20200212
47000423_8__232___,0,1,0,0,0,0,0,20190205,20200212
47000426_8__232___,0,1,0,0,0,0,0,20190205,20200212
47000445_8__232___,0,1,0,0,0,0,0,20190205,20200212
47000446_8__232___,0,1,0,0,0,0,0,20190205,20200212
453000013_8__250___,0,0,1,0,0,0,0,20190130,20190130
453000015_8__250___,0,0,1,0,0,0,0,20190130,20190130
453000020_8__250___,0,0,1,0,0,0,0,20190130,20190130
453000048_8__250___,0,0,1,0,0,0,0,20190130,20190130
453000049_8__250___,0,0,1,0,0,0,0,20190130,20190130
453000050_8__250___,0,0,1,0,0,0,0,20190130,20190130
47000566_8__250___,0,0,0,1,0,0,0,20190131,20190131
47000578_8__250___,0,0,0,1,0,0,0,20190131,20190131
47000579_8__250___,0,0,0,1,0,0,0,20190131,20190131
47000580_8__250___,0,0,0,1,0,0,0,20190131,20190131
47000581_8__250___,0,0,0,1,0,0,0,20190131,20190131
47000582_8__250___,0,0,0,1,0,0,0,20190131,20190131
47000571_8__250___,0,0,0,0,1,0,0,20190201,20190201
47000583_8__250___,0,0,0,0,1,0,0,20190201,20190201
47000584_8__250___,0,0,1,1,0,0,0,20190201,20200214
47000585_8__250___,0,0,1,1,0,0,0,20190201,20200214
47000586_8__250___,0,0,1,1,0,0,0,20190201,20200214
47000587_8__250___,0,0,1,1,0,0,0,20190201,20200214
47000603_8__250___,0,0,0,0,1,0,0,20190201,20190201
47000517_8__250___,0,0,0,0,0,1,0,20190202,20190202
47000530_8__250___,0,0,0,0,0,1,0,20190202,20190202
47000531_8__250___,0,0,0,0,0,1,0,20190202,20190202
47000609_8__250___,0,0,0,0,1,0,0,20190203,20200215
47000619_8__250___,0,0,0,0,0,0,1,20190203,20190203
47000297_8__250___,1,0,0,0,0,0,0,20190204,20200211
47000309_8__250___,1,0,0,0,0,0,0,20190204,20200211
47000310_8__250___,1,0,0,0,0,0,0,20190204,20200211
47000311_8__250___,1,0,0,0,0,0,0,20190204,20200211
47000312_8__250___,1,0,0,0,0,0,0,20190204,20200211
47000313_8__250___,1,0,0,0,0,0,0,20190204,20200211
47000425_8__250___,0,1,0,0,0,0,0,20190205,20200212
47000437_8__250___,0,1,0,0,0,0,0,20190205,20200212
47000438_8__250___,0,1,0,0,0,0,0,20190205,20200212
47000439_8__250___,0,1,0,0,0,0,0,20190205,20200212
47000440_8__250___,0,1,0,0,0,0,0,20190205,20200212
47000441_8__250___,0,1,0,0,0,0,0,20190205,20200212
453000014_8__251___,0,0,1,0,0,0,0,20190130,20190130
453000022_8__251___,0,0,1,0,0,0,0,20190130,20190130
453000023_8__251___,0,0,1,0,0,0,0,20190130,20190130
453000045_8__251___,0,0,1,0,0,0,0,20190130,20190130
47000539_8__251___,0,0,0,1,0,0,0,20190131,20190131
47000540_8__251___,0,0,0,1,0,0,0,20190131,20190131
47000541_8__251___,0,0,0,1,0,0,0,20190131,20190131
47000555_8__251___,0,0,0,1,0,0,0,20190131,20190131
47000545_8__251___,0,0,1,1,0,0,0,20190201,20200214
47000546_8__251___,0,0,1,1,0,0,0,20190201,20200214
47000547_8__251___,0,0,1,1,0,0,0,20190201,20200214
47000561_8__251___,0,0,1,1,0,0,0,20190201,20200214
47000511_8__251___,0,0,0,0,0,1,0,20190202,20190202
47000512_8__251___,0,0,0,0,0,1,0,20190202,20190202
47000611_8__251___,0,0,0,0,0,0,1,20190203,20190203
47000618_8__251___,0,0,0,0,0,0,1,20190203,20190203
47000270_8__251___,1,0,0,0,0,0,0,20190204,20200211
47000271_8__251___,1,0,0,0,0,0,0,20190204,20200211
47000272_8__251___,1,0,0,0,0,0,0,20190204,20200211
47000286_8__251___,1,0,0,0,0,0,0,20190204,20200211
47000398_8__251___,0,1,0,0,0,0,0,20190205,20200212
47000399_8__251___,0,1,0,0,0,0,0,20190205,20200212
47000400_8__251___,0,1,0,0,0,0,0,20190205,20200212
47000414_8__251___,0,1,0,0,0,0,0,20190205,20200212
453000006_8__252___,0,0,1,0,0,0,0,20190130,20190130
453000007_8__252___,0,0,1,0,0,0,0,20190130,20190130
453000009_8__252___,0,0,1,0,0,0,0,20190130,20190130
453000011_8__252___,0,0,1,0,0,0,0,20190130,20190130
453000012_8__252___,0,0,1,0,0,0,0,20190130,20190130
453000018_8__252___,0,0,1,0,0,0,0,20190130,20190130
453000019_8__252___,0,0,1,0,0,0,0,20190130,20190130
453000033_8__252___,0,0,1,0,0,0,0,20190130,20190130
453000046_8__252___,0,0,1,0,0,0,0,20190130,20190130
453000047_8__252___,0,0,1,0,0,0,0,20190130,20190130
47000542_8__252___,0,0,1,1,0,0,0,20190130,20190131
47000543_8__252___,0,0,0,1,0,0,0,20190131,20190131
47000544_8__252___,0,0,0,1,0,0,0,20190131,20190131
47000545_8__252___,0,0,0,1,0,0,0,20190131,20190131
47000567_8__252___,0,0,0,1,0,0,0,20190131,20190131
47000583_8__252___,0,0,0,1,0,0,0,20190131,20190131
47000585_8__252___,0,0,0,1,0,0,0,20190131,20190131
47000586_8__252___,0,0,0,1,0,0,0,20190131,20190131
47000588_8__252___,0,0,0,1,1,0,0,20190131,20190201
47000590_8__252___,0,0,0,1,1,0,0,20190131,20190201
47000548_8__252___,0,0,1,1,0,0,0,20190130,20200214
47000549_8__252___,0,0,1,1,0,0,0,20190130,20200214
47000550_8__252___,0,0,1,1,0,0,0,20190201,20200214
47000551_8__252___,0,0,1,1,0,0,0,20190130,20200214
47000572_8__252___,0,0,0,0,1,0,0,20190201,20190201
47000591_8__252___,0,0,1,1,0,0,0,20190201,20200214
47000593_8__252___,0,0,0,0,1,0,0,20190201,20190201
